SpeciesId,CU,CU_Name,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,CM_12,Smith Inlet,2005,39091.46344,,11202.63574,14429.51291,403.379646,0,0,26035.5283,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2006,71791.75396,,13808.14633,3876.15384,814.246648,0,0,18498.54682,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2007,30907.58298,,3709.238124,7824.255146,849.7669546,0,0,12383.26022,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2008,24127.67672,,7487.325499,8165.576713,2180.257058,0,,17833.15927,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2009,29739.29516,,7813.949008,20950.5161,894.4915312,,0,29658.95664,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2010,7988.77161,,20048.34077,8595.343909,,0,,28643.68467,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2011,16125.82729,,8225.209482,,371.8590692,,,8597.068551,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2012,16829.29268,,,3573.266458,,,,3573.266458,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2013,43179.11392,,3419.39374,,,,,3419.39374,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2014,17715.04492,,,,,,,0,0,,0.4643,0.4852,0.05049,0,0
CM,CM_12,Smith Inlet,2015,,,,,,,,0,,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1954,37340.1185,,16449.23871,90566.94528,947.7273853,0,0,107963.9114,0.316243006,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1955,5342.336231,,86666.93328,9106.897633,1372.978606,0,0,97146.80952,0.615870797,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1956,16758.06523,,8714.734577,13193.21971,1110.908075,0,0,23018.86236,0.20899351,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1957,25458.81813,,12625.09063,10674.93276,1374.079436,0,0,24674.10283,0.281383566,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1958,154535.2927,,10215.24666,13203.7978,1287.894608,0,0,24706.93907,0.172097947,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1959,13469.72774,,12635.21321,12375.63095,1590.101629,0,0,26600.94578,0.282355497,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1960,19018.81358,,11842.70904,15279.59726,277.4749553,0,0,27399.78126,0.300554909,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1961,15132.03223,,14621.62417,2666.311064,3399.604638,0,0,20687.53988,0.312214352,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1962,19773.5284,,2551.493842,32667.46525,1031.71633,0,0,36250.67543,0.273381741,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1963,19584.8497,,31260.7323,9913.963816,1429.215742,0,0,42603.91186,0.232154412,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1964,22792.3877,,9487.046714,13733.61334,883.3131194,0,0,24103.97317,0.276232769,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1965,1252.797102,,13142.21372,8487.928366,2655.825269,0,0,24285.96736,0.772023057,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1966,58754.54909,,8122.419489,25520.34397,963.1217181,0,0,34605.88517,0.127336001,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1967,11048.90728,,24421.38179,9254.824786,1847.121349,0,0,35523.32792,0.459254393,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1968,17271.42857,,8856.291661,17749.34997,1112.277752,0,0,27717.91938,0.389810901,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1969,3008.823529,,16985.0239,10688.09426,2867.444622,0,0,30540.56278,0.828004925,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1970,24819.48297,,10227.84139,27553.83567,595.4513595,0,0,38377.12843,0.528124742,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1971,12482.87631,,26367.30687,5721.808466,119.7547553,0,0,32208.87009,0.345563571,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1972,24664.84445,,5475.4148,1150.746844,560.6332246,0,0,7186.794869,0.325756252,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1973,10824.69662,,1101.193152,5387.234204,3397.232417,0,0,9885.659773,0.508598522,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1974,37267.88409,,5155.248042,32644.67012,329.7553068,0,0,38129.67347,0.343743418,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1975,8943.325104,,31238.91877,3168.683178,1359.726963,0,0,35767.32891,0.241620295,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1976,954.4894058,,3032.232706,13065.88208,852.8484441,0,0,16950.96323,0.59754964,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1977,3386.583658,,12503.23644,8195.187348,9887.123183,0,0,30585.54697,0.694987982,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1978,37632.7152,,7842.284544,95007.29863,2757.963567,0,0,105607.5467,0.440662072,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1979,4432.558624,,90916.07524,26501.81083,623.5641304,0,0,118041.4502,0.321270587,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1980,23076.18039,,25360.58453,5991.949575,2823.826377,0,0,34176.36048,0.143068335,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1981,13465.72765,,5733.923039,27134.69944,20788.43643,0,0,53657.05891,0.20275475,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1982,187782.339,,25966.21956,199760.1477,5868.043212,0,0,231594.4105,0.04099963,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1983,51113.29928,,191158.0361,56387.17385,1719.569753,0,0,249264.7797,0.06420792,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1984,9583.743614,,53959.01804,16523.68177,573.2134474,0,0,71055.91325,0.223952978,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1985,43901.96138,,15812.13566,5508.120024,687.193195,0,0,22007.44888,0.214981471,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1986,267783.5182,,5270.928252,6603.37369,190.7275287,0,0,12065.02947,0.349576847,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1987,92599.93535,,6319.017885,1832.738092,1002.948979,0,0,9154.704955,0.203196276,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1988,24275.20218,,1753.816356,9637.532716,124.7242219,0,0,11516.07329,0.287184666,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1989,4677.956894,,9222.519345,1198.49942,716.3962391,0,0,11137.415,0.587927322,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1990,4555.437797,,1146.889397,6883.991447,1848.139542,0,0,9879.020386,0.665277238,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1991,2374.100155,,6587.551624,17759.13399,528.7071445,0,0,24875.39276,0.371479236,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1992,8899.538592,,16994.3866,5080.450262,506.3525022,0,0,22581.18936,0.551953978,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1993,1518.404689,,4861.674892,4865.640136,3437.649641,0,0,13164.96467,0.385289392,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1994,9511.353642,,4656.114963,33033.04712,897.3276636,0,0,38586.48975,0.329616977,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1995,27199.1341,,31610.57141,8622.596859,5993.546693,0,0,46226.71496,0.256887966,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1996,10470.8323,,8251.288861,57593.16133,1117.19745,0,0,66961.64764,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1997,10028.1076,,55113.07304,10735.3686,5273.597554,0,0,71122.0392,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1998,68081.26817,,10273.08,50675.02937,7400.782037,0,0,68348.89141,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,1999,17771.21338,,48492.85107,71115.56072,5437.884083,0,0,125046.2959,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2000,118699.7811,,68053.16815,52253.69072,5509.136176,0,0,125815.9951,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2001,22125.64605,,50003.53179,52938.36601,2678.998628,0,0,105620.8964,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2002,104441.478,,50658.72346,25743.0213,2985.75957,0,0,79387.50432,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2003,146569.5109,,24634.47014,28690.74713,280.3836785,0,0,53605.60095,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2004,107695.1066,,27455.26041,2694.261555,384.9032518,0,0,30534.42522,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2005,109106.2256,,2578.240722,3698.610558,157.0516814,0,0,6433.902961,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2006,53056.49006,,3539.340246,1509.140295,800.3595303,0,,5848.840072,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2007,59131.76711,,1444.153392,7690.811119,418.4343968,,0,9553.398908,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2008,5552.885956,,7359.627865,4020.817882,,0,,11380.44575,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2009,7622.854056,,3847.672615,,388.3924227,,,4236.065037,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2010,3110.345369,,,3732.138683,,,,3732.138683,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2011,15850.79851,,3571.424577,,,,,3571.424577,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2012,8286.924894,,,,,,,0,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2013,,,,,,,,0,,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2014,7691.955682,,,,,,,0,0,,0.4643,0.4852,0.05049,0,0
CM,CM_13,Rivers Inlet,2015,,,,,,,,0,,,0.4643,0.4852,0.05049,0,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1954,424881.1881,,106808.4479,300025.6903,31466.59501,322.3728451,0,438623.106,0.373647219,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1955,278083.2972,,70342.5265,251548.7449,15750.21615,419.9424361,0,338061.43,0.512951717,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1956,385516.0101,,58976.86374,125909.6226,20517.18759,1043.507221,0,206447.1812,0.3626334,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1957,317880.8155,,29520.14196,164017.5172,50982.78135,856.3431414,0,245376.7836,0.487720388,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1958,273972.5807,,38454.72879,407564.1058,41838.4792,822.1887847,0,488679.5026,0.329594614,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1959,245558.9222,,95555.44691,334463.1641,40169.79491,414.2618653,0,470602.6678,0.283324758,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1960,105833.9363,,78416.56481,321123.4482,20239.65113,1846.40782,0,421626.072,0.382900969,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1961,130231.0217,,75289.00157,161798.8485,90210.21065,568.351189,0,327866.4119,0.417074502,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1962,318072.5817,,37934.55081,721154.1401,27768.01523,1485.828487,0,788342.5346,0.427046808,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1963,288330.4557,,169078.2018,221981.7358,72593.33463,1288.10402,0,464941.3763,0.367105878,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1964,260746.4952,,52044.7303,580322.1546,62933.08212,2307.088633,0,697607.0557,0.403877795,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1965,92516.03891,,136059.4371,503096.6273,112717.7589,985.346016,0,752859.1693,0.580211592,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1966,696001.3325,,117953.5253,901082.9033,48141.19107,1379.517766,0,1068557.137,0.291449502,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1967,196891.4889,,211263.402,384848.0011,67399.29658,2092.624603,0,665603.3243,0.348823771,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1968,483675.7235,,90229.54233,538800.2247,102239.6592,1036.317314,0,732305.7435,0.388109124,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1969,327165.6441,,126324.4126,817319.3808,50631.50307,432.0346942,0,994707.3312,0.522575036,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1970,588977.4856,,191624.6244,404755.9339,21107.98077,697.7677106,0,618186.3068,0.520130904,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1971,329936.4618,,94897.05693,168740.4077,34090.93672,803.6387168,0,298532.0401,0.370595396,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1972,420019.7977,,39562.03414,272528.1315,39263.49159,1167.785129,0,352521.4424,0.427690663,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1973,553559.0359,,63895.58607,313878.3217,57054.64487,745.5957474,0,435574.1483,0.502765808,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1974,300411.3178,,73590.34535,456103.5061,36427.67794,626.2918017,0,566747.8212,0.455106153,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1975,138409.7921,,106935.7525,291208.3962,30598.82803,565.6370997,0,429308.6138,0.397805811,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1976,164483.9531,,68275.26772,244611.6837,27635.41258,765.685464,0,341288.0495,0.55690073,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1977,251422.4485,,57350.43498,220921.6901,37409.2041,434.0630069,0,316115.3922,0.411926557,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1978,290280.3679,,51796.19727,299054.8655,21207.07834,610.6912154,0,372668.8323,0.53275669,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1979,221603.8973,,70114.91177,169532.6087,29836.62795,719.5980341,0,270203.7464,0.44132101,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1980,166415.6083,,39747.76963,238518.5404,35157.50395,839.2279401,0,314263.0419,0.500534267,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1981,163750.8282,,55921.86701,281054.4322,41002.27936,557.1000282,0,378535.6786,0.455830763,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1982,274738.7437,,65894.61998,327778.4555,27218.31566,1039.824153,0,421931.2153,0.325537399,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1983,174481.1076,,76849.30138,217587.3539,50802.83717,495.921818,0,345735.4142,0.244413826,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1984,219267.4969,,51014.44544,406125.6048,24229.32311,809.291795,0,482178.6651,0.325097629,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1985,219117.7529,,95218.18312,193692.8929,39539.68484,576.3456952,0,329027.1066,0.427631183,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1986,195528.4179,,45412.26933,316086.2525,28158.60397,254.6361846,0,389911.762,0.562056263,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1987,156363.5887,,74108.0058,225104.1615,12440.79645,428.7448097,0,312081.7086,0.472416971,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1988,282125.2311,,52776.79866,99453.61839,20947.24641,371.1333097,0,173548.7968,0.489999743,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1989,142567.0874,,23317.39919,167455.4728,18132.51313,796.7627171,0,209702.1478,0.459626019,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1990,185875.1051,,39260.77471,144954.067,38927.54989,880.0839851,0,224022.4756,0.568277724,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1991,173166.8309,,33985.20736,311192.7526,42998.38899,612.8976989,0,388789.2467,0.435232076,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1992,74448.30853,,72960.70023,343735.6593,29944.43043,668.8393507,0,447309.6294,0.450429915,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1993,138607.1076,,80590.54778,239380.3298,32677.57971,502.9388738,0,353151.3962,0.39231993,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1994,109343.477,,56123.91786,261229.5407,24572.15641,430.433115,0,342356.0481,0.446202089,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1995,247483.963,,61246.57483,196433.5544,21029.73219,639.1567059,0,279349.0182,0.416143089,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz Hugh-Burke,1996,382938.6064,,46054.83116,168114.8766,31227.37049,637.4884155,0,246034.5667,0.182112818,,0.17212,0.73415,0.09183,0.00187,0
